RD_ID,RD_MESSAGE,CLEAN_TH,Expert,Score,Date
3068039,"Beautiful white sand beach, but very very crowded.  Lots of activities paragliding, jet skis , long boats.  Ok",หาดทรายขาวสวยงาม แต่มีผู้คนหนาแน่นมาก กิจกรรมร่มร่อนมากมายเจ็ทสกีเรือยาว ตกลง,POS,4,กุมภาพันธ์ 2014
3067178,"Beatiful beach with safe swimming for the young and old. Buy a deck chair and an umbrella for THB100 and you have shade all day they even move the umbrella for you. Want a drink, they will fetch it for you. The beach is clean and lovely sand with gentle waves rippling in, ideal for family fun",ชายหาดที่สวยงามพร้อมด้วยการว่ายน้ำที่ปลอดภัยสำหรับเด็กและผู้ใหญ่ ซื้อเก้าอี้ผ้าใบและร่มราคา 100 บาทและคุณมีร่มเงาตลอดทั้งวันพวกเขาก็ย้ายร่มให้คุณ ต้องการเครื่องดื่มพวกเขาจะเอามาให้คุณ ชายหาดเป็นหาดที่สะอาดและน่ารักพร้อมคลื่นที่แผ่วเบาเหมาะสำหรับครอบครัว,POS,4,กรกฎาคม 2015
3067020,"Nice beach which is clean, you can get long boats hear to visit other area, and has a prom where you can walk safely.",ชายหาดสวยซึ่งสะอาดคุณสามารถได้ยินเสียงเรือยาวไปเยี่ยมชมพื้นที่อื่น ๆ และมีพรหมที่คุณสามารถเดินได้อย่างปลอดภัย,POS,4,กุมภาพันธ์ 2020
3074375,We spent a little time each day at Patong beach opposite Phuket Graceland Resort. The Beach boys catered to our every need with beach mats and umbrellas and also catering to our need for a cold drink when needed. Some of the best Thai cuisine is available from the street food vendors. Everyone is very friendly and are more than happy to please.and I would highly recommend spending  ime relaxing at this location,เราใช้เวลาเล็กน้อยในแต่ละวันที่หาดป่าตองตรงข้ามกับรีสอร์ทภูเก็ตเกรซแลนด์ เด็กชายชายหาดตอบสนองทุกความต้องการของเราด้วยเสื่อชายหาดและร่มและยังตอบสนองความต้องการของเราสำหรับเครื่องดื่มเย็น ๆ เมื่อต้องการ อาหารไทยที่ดีที่สุดบางส่วนสามารถหาซื้อได้จากผู้ขายริมถนน ทุกคนเป็นกันเองมาก ๆ และมีความสุขมากกว่าที่จะกรุณาและฉันขอแนะนำให้ใช้เวลาพักผ่อนในสถานที่นี้,POS,5,เมษายน 2019
3065183,what a very clean and well kept beach. and we live very close to the beach where we live in OZ. the swimming area is marked off from all boats. and jet skei's,ชายหาดที่สะอาดและได้รับการดูแลเป็นอย่างดี และเราอาศัยอยู่ใกล้กับชายหาดที่เราอาศัยอยู่ในออนซ์ พื้นที่ว่ายน้ำถูกทำเครื่องหมายออกจากเรือทุกลำ และเจ็ทสกี,POS,4,มกราคม 2012
3074763,"Great place great food, nice people, would like to go back and take my children, I felt safe, you just dont worry about the people at the markets,",สถานที่ที่ดีอาหารที่ดีคนดีอยากจะกลับไปและพาลูก ๆ ของฉันฉันรู้สึกปลอดภัยคุณแค่ไม่ต้องกังวลเกี่ยวกับผู้คนในตลาด,POS,5,มิถุนายน 2016
3071847,Not the nicest beach in Phuket but it is close to Patong and full of water sport activities.Unfortunately because it is so busy there seems to be a lot of rubbish lying around.Good place to sit hire a lounge and watch the world go by.,ไม่ใช่ชายหาดที่สวยที่สุดในภูเก็ต แต่อยู่ใกล้กับป่าตองและเต็มไปด้วยกิจกรรมกีฬาทางน้ำโชคไม่ดีเพราะมันยุ่งมากดูเหมือนว่าจะมีขยะจำนวนมากวางอยู่รอบ ๆ สถานที่ที่เหมาะแก่การนั่งเช่าเลานจ์,NEG,4,ตุลาคม 2012
3074215,Beautiful beach. Serene waters.Lots of things to do in and around the beach. Adrenaline junkies can try para sailing and jet ski rides.,ชายหาดที่สวยงาม น่านน้ำอันเงียบสงบจำนวนของสิ่งที่ต้องทำในและรอบ ๆ ชายหาด อะดรีนาลีน junkies สามารถลองแล่นเรือใบและขี่เจ็ทสกี,POS,5,พฤศจิกายน 2015
3069669,"Beautiful ""As like beaches in Thailand"" Side by the Bangla Road, Phuket, Nice to have spend time with friedn even in late hour, we spend late hour till 3 AM yes till morning, all was open beer, bar and cafe !! Enjoy !!",ที่สวยงาม เหมือนชายหาดในประเทศไทย ข้างถนนบางลาภูเก็ตมีดีที่ได้ใช้เวลากับทอดแม้ในช่วงดึกเราใช้เวลาดึกจนถึงตี 3 ใช่จนถึงเช้าทั้งหมดเปิดเบียร์บาร์และร้านกาแฟ  สนุก,POS,4,ตุลาคม 2014
3075454,"Not very busy when we attended so we really had the pick of locations at the Northern end. No deck-chairs by order of the Junta; umbrellas and beach mats. Day charge, nothing less for a couple of hours. Too many vendors but I guess everyone had to try and make a living. Very clean.",ไม่ยุ่งมากเมื่อเราเข้าร่วมดังนั้นเราจึงเลือกสถานที่ตั้งทางตอนเหนือสุด ไม่มีเก้าอี้บนดาดฟ้าตามคำสั่งของรัฐบาลทหาร ร่มและเสื่อชายหาด ค่าบริการรายวันไม่น้อยกว่าสองชั่วโมง ผู้ขายมากเกินไป แต่ฉันคิดว่าทุกคนต้องพยายามหาเลี้ยงชีพ สะอาดมาก,POS,4,เมษายน 2015
3065243,"Patong Beach spells fun - the beach, the night life and the food. it's a great place to be in Phuket.",หาดป่าตองคาถาสนุก  ชายหาด ชีวิตกลางคืนและอาหาร มันเป็นสถานที่ที่ดีในภูเก็ต,POS,4,พฤศจิกายน 2018
3068219,Nice for a stroll or a swim. Plenty of activities for people. Fireworks normally going off at night time and plenty of places to eat along there too,เหมาะสำหรับการเดินเล่นหรือว่ายน้ำ กิจกรรมมากมายสำหรับคน ดอกไม้ไฟมักจะดับในเวลากลางคืนและมีสถานที่กินมากมายให้ไปที่นั่นเช่นกัน,POS,5,ตุลาคม 2012
3067709,"In the mornings this beach is beautiful.  There are relatively few people out there, and the beach is clean.Once people start to show up, and the tide has had a chance to drop trash on the beach, it's less beautiful.We loved parasailing around the beach.  And the price was more than fair after some minor haggling.Pros:  Lovely view, calm waters, clean in the mornings, warm waterCons:  Dirty in the afternoons, very busy, no waves, but most of all the sales people.  They are obnoxious, and often ruin your view by standing in front of you to try to sell you their wares about once a minute.In the end, I say go.  The pros outweigh the cons.",ในตอนเช้าชายหาดนี้สวยงาม มีคนค่อนข้างน้อยอยู่ที่นั่นและชายหาดก็สะอาดผู้คนเริ่มปรากฏตัวและกระแสน้ำได้มีโอกาสทิ้งขยะบนชายหาดมันสวยงามน้อยกว่าเรารักการเล่นพาราเซลรอบ ๆ ชายหาด และราคาก็ยุติธรรมมากกว่าหลังจากมีการทะเลาะวิวาทเล็ก ๆ น้อย ๆ หน้าตาน่ารักน้ำนิ่งสงบในตอนเช้าน้ำอุ่น สกปรกในช่วงบ่ายยุ่งมากไม่มีคลื่น แต่ส่วนใหญ่ของคนขายทั้งหมด พวกเขาน่าสะพรึงกลัวและทำลายมุมมองของคุณโดยยืนอยู่ตรงหน้าคุณเพื่อพยายามขายสินค้าของพวกเขาให้คุณหนึ่งครั้งต่อนาทีในที่สุดฉันก็พูดไป ข้อดีมีมากกว่าข้อเสีย,POS,4,ตุลาคม 2019
3074255,"The beach itself is good if you can find a quiet spot for the day, we found a spot opposite the Muslim burial ground which was a lot quieter than the rest of the beach and not as many sellers bothering you. Cost for umbrella and two mats is 200 BHT for the day which is reasonable. I wouldn't say it's the best beach in the world but it's ok for a sunbathe.",ชายหาดนั้นดีถ้าคุณสามารถหาสถานที่เงียบสงบสำหรับวันเราพบจุดที่ตรงข้ามกับสถานที่ฝังศพของชาวมุสลิมซึ่งเงียบกว่าชายหาดอื่น ๆ และไม่ใช่ผู้ขายที่รบกวนคุณ ค่าใช้จ่ายสำหรับร่มและสองเสื่อ 200 บาทสำหรับวันซึ่งสมเหตุสมผล ฉันจะไม่พูดว่ามันเป็นชายหาดที่ดีที่สุดในโลก แต่ก็โอเคสำหรับอาบแดด,POS,4,มีนาคม 2016
3068287,"Not for families with little children. Beach far too dirty, surrounding areas full with dodgy massage places, too many drunken people even during the day.",ไม่ใช่สำหรับครอบครัวที่มีเด็กเล็ก ชายหาดไกลเกินไปสกปรกบริเวณโดยรอบเต็มไปด้วยสถานที่นวดหลบคนเมามากเกินไปแม้ในระหว่างวัน,NEG,4,ธันวาคม 2014
3067601,"Some of the reviews on here are pretty harsh on Patong beach. Yes it's busy, and yes there's jet skis. But its convenient, there's plenty of room, the jet skis and watersports are sectioned off so they are in no way dangerous. Its clean. You're close to local amenities. Obviously its not the prettiest beach in Phuket, but is has its advantages too. Good sand, sea seemed clean. We actually thought it was better than the beaches at Karon & Kata.It's a beach, lie on it, chill, have a beer and enjoy the sunshine.",ความคิดเห็นบางส่วนของที่นี่ค่อนข้างรุนแรงบนหาดป่าตอง ใช่มันยุ่งและมีเจ็ทสกี แต่มันสะดวกมีห้องมากมายเจ็ทสกีและกีฬาทางน้ำถูกแบ่งออกเป็นดังนั้นพวกเขาจะไม่อันตราย มันสะอาด คุณอยู่ใกล้กับสิ่งอำนวยความสะดวกในท้องถิ่น เห็นได้ชัดว่าไม่ใช่ชายหาดที่สวยที่สุดในภูเก็ต แต่ก็มีข้อดีเช่นกัน ทรายที่ดีทะเลดูสะอาด จริง ๆ แล้วเราคิดว่ามันดีกว่าชายหาดที่ชายหาดของ karon  katait นอนราบชิลล์ดื่มเบียร์และเพลิดเพลินกับแสงแดด,POS,4,ธันวาคม 2015
3071882,"Visited on 26th Feb'15 for day excursion. did not stay overnite.as part of the Princess Sapphire cruise tour of Asia. Ship tendered in morning and reached Patong beach thru local / princess boats.water was blue in color and there were a combination of rocks & sand which gives this beach its uniqueness. the beach was busy with tourist and there were lot of water adventure sports available including paragliding, banana boat, speed bikes, hovercraft, snorkeling and more.tuk-tuk were expensive to ride around as was the currency exchange which was offering 1USD = 30 thai bhat while the actual conversion was 32.6.there are also decent massage parlors where 1 hr. foot massage starts from 250 thai bhat.it was worth the money.this is a good visit for people who love beaches. the place also has a great scenic beauty of its own in backdrop of thick forested hills. so plan this place if you are visiting Thailand.",เข้าเยี่ยมชมในวันที่ 26 feb15 สำหรับการทัศนศึกษา ไม่ได้พักที่นี่เป็นส่วนหนึ่งของทัวร์ล่องเรือเจ้าหญิงไพลินแห่งเอเชีย เรือที่เข้าประกวดในตอนเช้าและถึงหาดป่าตองผ่านเรือท้องที่  เจ้าหญิงน้ำสีฟ้าและมีการผสมผสานของหินและทรายซึ่งทำให้ชายหาดแห่งนี้มีเอกลักษณ์ ชายหาดมีนักท่องเที่ยวหนาแน่นและมีกีฬาผจญภัยทางน้ำมากมายรวมทั้งร่มร่อนเรือกล้วยจักรยานสปีดโบ๊ทการดำน้ำตื้นและอื่น ๆ รถตุ๊กตุ๊กก็มีราคาแพงที่จะขี่รอบเพราะการแลกเปลี่ยนสกุลเงินซึ่งเสนอ 1usd  30 คนไทย ในขณะที่การแปลงที่เกิดขึ้นจริงคือ 326 นอกจากนี้ยังมีร้านนวดที่ดีที่ 1 ชั่วโมง นวดเท้าเริ่มต้นจาก 250 บาท bhatit มันคุ้มค่าเงินนี่คือการเยี่ยมชมที่ดีสำหรับผู้ที่รักชายหาด สถานที่แห่งนี้ยังมีความงดงามอันงดงามของตัวเองในฉากหลังของเนินเขาป่าหนาทึบ ดังนั้นวางแผนสถานที่นี้ถ้าคุณกำลังเยี่ยมชมประเทศไทย,POS,4,กุมภาพันธ์ 2015
3072101,"Patong beach has many things that you can enjoy.  The usual suspects are Jet skis, Parasailing, banna boats ans also on the spot massages (nothing like getting a nice massage in a shaded area while there is a cool breeze to relax you).  Beach is big enough for many people to enjoy and you can also get the beach chair and umbrella set up for a small fee.  All in all a nice beach to enjoy along with the rest of Patong.",หาดป่าตองมีหลายสิ่งที่คุณสามารถเพลิดเพลินได้ ผู้ต้องสงสัยตามปกติคือเจ็ทสกี พาราเซล เรือบันน่าและยังมีบริการนวดเฉพาะจุด ไม่มีอะไรที่เหมือนกับการนวดที่ดีในพื้นที่ที่มีร่มเงาในขณะที่มีสายลมเย็น ๆ ชายหาดมีขนาดใหญ่พอสำหรับคนจำนวนมากที่จะเพลิดเพลินและคุณยังสามารถรับเก้าอี้ชายหาดและร่มได้โดยเสียค่าธรรมเนียมเล็กน้อย ในชายหาดที่สวยงามเพลิดเพลินไปกับส่วนที่เหลือของป่าตอง,POS,4,พฤษภาคม 2012
3075448,We visited the place at around 10.30am. The place is crowded with tourist.  The beach hour at this our of the day. Restaurants are available near the beach.. You can borrow mat and umbrella for 100 baht. Jetski and para ride are available for around 1500 baht each.,เราไปเยี่ยมชมสถานที่ประมาณ 1030 น สถานที่นี้เต็มไปด้วยนักท่องเที่ยว ชั่วโมงที่ชายหาดของวันนี้ของเรา มีร้านอาหารอยู่ใกล้ชายหาดคุณสามารถยืมพรมและร่มได้ในราคา 100 บาท มีเจ็ทสกีและพาราเซลให้บริการราคาละ 1500 บาท,POS,4,มกราคม 2016
3067112,"Patong beach is a lovey beach but very busy during the day with lots of pubs and markets along the opposite side of the road. In the night the famous Bangla road comes to life with hundreds of bars all down one strip is just out of this world I haven’t seen anything like it. There are thousands of people walking the streets in and out of all the bars there are lots of people on the streets trying to selling you light up things, bracelets sunglasses suits Also the famous ping pong shows!! We went down there most nights so think we tackled most the bars we had a fab time and it was a great experience we can’t wait to come back :)",หาดป่าตองเป็นชายหาดที่สวยงาม แต่มีงานยุ่งมากในระหว่างวันมีผับและตลาดมากมายตั้งอยู่ฝั่งตรงข้ามของถนน ในตอนกลางคืนถนนบางลาที่มีชื่อเสียงกลับมามีชีวิตชีวาอีกครั้งกับบาร์หลายร้อยแห่งที่อยู่ห่างจากโลกนี้ฉันไม่ได้เห็นอะไรเลย มีคนหลายพันคนเดินไปตามถนนทั้งในและนอกบาร์มีผู้คนมากมายบนถนนที่พยายามจะขายคุณให้สว่างไสวไปกับสิ่งต่าง ๆ กำไลแว่นกันแดดที่เหมาะกับการแสดงปิงปองชื่อดัง  เราลงไปที่นั่นเกือบทุกคืนดังนั้นคิดว่าเราจัดการกับบาร์ส่วนใหญ่ที่เรามีเวลา fab และมันเป็นประสบการณ์ที่ดีที่เราไม่สามารถรอที่จะกลับมา,POS,5,มิถุนายน 2019
3068703,We stayed at Graceland Resort and Patong beach across the road. Kids had the luxury of pool at Resort or beach.While waiting for my girl to get her hair braided you can have a swim.,เราพักที่รีสอร์ทเกรซแลนด์และหาดป่าตองตรงข้ามถนน เด็ก ๆ มีสระว่ายน้ำสุดหรูที่รีสอร์ทหรือชายหาดในขณะที่รอให้สาวผมของเธอถักผมคุณสามารถว่ายน้ำได้,POS,5,กรกฎาคม 2016
3067985,"Quite a busy beach, with parasailing, jet skis & massages available. Opposite the beach are lots of stalls selling T-Shirts, caps, bags etc etc. The sand on the beach is ok but not as nice as the sand you get on other islands (do some day trips to other islands). The sunsets over Patong Beach are awesome! You can have a massage on the beach which has an awning for shade. Parasailing is a little dearer at Patong beach compared to other beach spots, but still very reasonable.",ชายหาดค่อนข้างยุ่งมีพาราเซล เจ็ทสกี  บริการนวด ตรงข้ามกับชายหาดมีแผงขายเสื้อยืดหมวกกระเป๋า ฯลฯ ฯลฯ ทรายบนชายหาดก็โอเค แต่ไม่ดีเท่าทรายที่คุณได้รับบนเกาะอื่น ๆ ทำทริปไปเกาะอื่น ๆ แบบวันเดียว พระอาทิตย์ตกเหนือหาดป่าตองนั้นยอดเยี่ยมมาก คุณสามารถรับบริการนวดบนชายหาดซึ่งมีที่บังแดด พาราเซลเป็นที่รักน้อยที่หาดป่าตองเมื่อเทียบกับจุดอื่น ๆ ของชายหาด แต่ก็ยังสมเหตุสมผลมาก,POS,4,ตุลาคม 2015
3070622,Nice place to visit at day as well as at night. Sit here to chill and relax with a drink and just enjoy the beauty.,สถานที่ที่น่าไปเยี่ยมชมในเวลากลางวันและตอนกลางคืน นั่งที่นี่เพื่อทำใจให้สบายและผ่อนคลายด้วยเครื่องดื่มและเพลิดเพลินกับความงาม,POS,5,สิงหาคม 2015
3068408,My friend and I laid on beach for a bit. Very touristy. People kept coming up to us trying to sell us merchandise. We decided to hit the little shops and vendors. Everyone wants you in their shop. But a great way to negotiate prices.,เพื่อนของฉันและฉันนอนบนชายหาดสักพัก มีนักท่องเที่ยวมาก ผู้คนเข้ามาหาเราเพื่อพยายามขายสินค้า เราตัดสินใจที่จะตีร้านค้าเล็ก ๆ และผู้ขาย ทุกคนต้องการคุณในร้านของพวกเขา แต่เป็นวิธีที่ดีในการเจรจาต่อรองราคา,POS,4,มกราคม 2016
3065615,"We didn't spend loads of time on the beach as the weather wasn't great during our stay in August. We did indulge in Jet Skis and paragliding there, both very enjoyable experiences. The beach was reasonably clean, the sea was very choppy. Access to the beach is good. Parking within that area for bikes, and cars, is not easy!",เราไม่ได้ใช้เวลามากมายบนชายหาดเนื่องจากสภาพอากาศไม่ดีในช่วงที่เราพักในเดือนสิงหาคม เราดื่มด่ำกับเจ็ทสกีและเล่นร่มร่อนที่นั่นทั้งประสบการณ์ที่สนุกสนานมาก ชายหาดสะอาดพอสมควรทะเลก็ขาด ๆ หาย ๆ เข้าถึงชายหาดได้ดี ที่จอดรถภายในพื้นที่สำหรับจักรยานและรถยนต์ไม่ใช่เรื่องง่าย,POS,4,สิงหาคม 2013
3067945,"This beach is good, clean soft white sand, the water appears clean also, with goggles on visibility is about 10 metres, depth is about 1.5 metres close to shore.There are lots of water craft but there are area's for swimmers, across from the beach are many shops which is convenient.",ชายหาดแห่งนี้เป็นสิ่งที่ดีหาดทรายสีขาวสะอาดตาน้ำก็ดูสะอาดตาด้วยแว่นตาที่มองเห็นได้ประมาณ 10 เมตรความลึกอยู่ใกล้กับชายหาดประมาณ 15 เมตรมีเรือน้ำมากมาย แต่มีพื้นที่สำหรับนักว่ายน้ำตรงข้ามกับ ชายหาดมีร้านค้ามากมายซึ่งสะดวก,POS,4,ธันวาคม 2017
3067560,It appears that they have cleaned up the beach considerably in the 18 months since I was here last. Sad to see you can no longer find touts selling the lanterns but I guess you have to take the good with the bad. Nice place to watch sunset just avoid the henna as the contents are questionable.,ปรากฏว่าพวกเขาทำความสะอาดชายหาดอย่างมากในช่วง 18 เดือนตั้งแต่ฉันมาที่นี่ครั้งสุดท้าย น่าเศร้าที่เห็นว่าคุณไม่สามารถหาโคมไฟขายได้อีกต่อไป แต่ฉันคิดว่าคุณจะต้องเอาความดีไปพร้อมกับความเลว เป็นสถานที่ที่ดีในการชมพระอาทิตย์ตกดินเพียงหลีกเลี่ยงเฮนน่าเพราะเนื้อหามีปัญหา,POS,4,ธันวาคม 2015
3071468,If you are looking for the guy area you are exactly in the wright place if not Phuket has all over the island dozens of nice beaches with normal ambience.They are half or one day tours to the famous beaches not fare from there,หากคุณกำลังมองหาพื้นที่คนที่แต่งตัวประหลาดคุณอยู่ในสถานที่ไรอันถ้าไม่ได้ภูเก็ตมีทั่วเกาะมากมายของชายหาดที่ดีที่มีบรรยากาศปกติพวกเขาครึ่งหรือหนึ่งวันทัวร์ไปยังชายหาดที่มีชื่อเสียงไม่ได้ค่าโดยสารจากที่นั่น,NEG,4,ตุลาคม 2013
3068301,"Patong Beach - Beautiful clean beach with very friendly Thai people                          Must visit Sunset & Sunrise - Mesmerizing Memories                          Must sit back and enjoy coastal cool breeze with beerPatong Beach Sea Facing Restaurants -  Amazing Seafood & MusicBangla Street - Don't miss this , be there every evening to enjoy PatongJugceylone Mall Complex - Behind the Mall , the eating joints are excellentKairon Beach - In different league & more beautiful , just 20 mins awayDrive to Aquarium - Southern Tip of Thailand  - What a drive on scooter !!!!",หาดป่าตอง  ชายหาดที่สะอาดสวยงามพร้อมคนไทยที่เป็นมิตรต้องมาชมพระอาทิตย์ตกและพระอาทิตย์ขึ้น  ความทรงจำที่น่าดึงดูดต้องนั่งลงและเพลิดเพลินไปกับสายลมเย็น ๆ ริมชายฝั่งพร้อมหาดเบียร์ป่าตองที่หันหน้าไปทางทะเลร้านอาหาร  ทะเลที่น่าตื่นตาตื่นใจ เพลิดเพลินไปกับห้างสรรพสินค้า patongjugceylone  หลังห้างสรรพสินค้า ข้อต่อการรับประทานอาหารเป็นชายหาดที่ยอดเยี่ยม kairon  ในลีกที่แตกต่างกัน  สวยงามมากขึ้น เพียง 20 นาทีถึงพิพิธภัณฑ์สัตว์น้ำ  ปลายใต้ของประเทศไทย  ขับรถสกู๊ตเตอร์,POS,5,พฤษภาคม 2019
