en,th
impressive buildings and sculptures and well worth the visit. you can pray or just walk around taking it all,อาคารและประติมากรรมที่น่าประทับใจและควรค่าแก่การเยี่ยมชม คุณสามารถอธิษฐานหรือเพียงแค่เดินไปรอบ ๆ รับมันทั้งหมด
lovely trip to chalong temple. beautiful buildings and views too. well worth a trip to appreciate the majesty of the place.,การเดินทางที่น่ารักไปยังวัดฉลอง อาคารที่สวยงามและมุมมองเช่นกัน คุ้มค่ากับการเดินทางเพื่อชื่นชมความยิ่งใหญ่ของสถานที่แห่งนี้
great to see. beautiful temple with many lovely statues. lighting of the firecrackers in the brick building is amazing to hear. moderate dress is required.,ที่ดีที่จะเห็น วัดที่สวยงามที่มีรูปปั้นที่น่ารักมากมาย แสงไฟจากประทัดในอาคารอิฐเป็นเรื่องที่น่าอัศจรรย์มาก ต้องแต่งตัวปานกลาง
chalong temple is a priceless temple of phuket people. is very beautiful. convenient parking. the atmosphere inside the shady temple. is a place with beautiful thai art.,วัดฉลองเป็นวัดคู่บ้านคู่เมืองของชาวภูเก็ต มีความสวยงามมาก ที่จอดรถสะดวก บรรยากาศภายในวัดที่ร่มรื่น เป็นสถานที่ที่มีศิลปะไทยที่สวยงาม
"i like visiting temples and churches whatever country i visit and this one did not disappoint, beautiful structures with the most ornate decorations on them. in side the temple was spotlessly clean with the most spectacular buddha 's iin gold.",ฉันชอบไปเที่ยววัดและโบสถ์ไม่ว่าประเทศใดที่ฉันไปเที่ยวและสิ่งนี้ก็ไม่ทำให้ผิดหวังโครงสร้างที่สวยงามพร้อมการตกแต่งที่หรูหราที่สุดในพวกเขา ด้านข้างวิหารสะอาดสะอ้านด้วยพระพุทธรูปทองคำที่งดงามที่สุดของพระพุทธเจ้า
"a must- see place if you are in phuket, there are many temples are in campus and no entry fees, parking is easily available. all the temples are very colourful and with great architecture. story of buddha life has been painted on the walls. devotees there pray",สถานที่ที่ต้องดูถ้าคุณอยู่ในภูเก็ตมีวัดหลายแห่งในมหาวิทยาลัยและไม่มีค่าธรรมเนียมเข้าจอดง่าย วัดทั้งหมดมีสีสันมากและมีสถาปัตยกรรมที่ยอดเยี่ยม เรื่องราวชีวิตพระพุทธเจ้าได้รับการทาสีบนผนัง สาวกที่นั่นอธิษฐาน
this is a nice couple of temples but you can easily get through in about twenty minutes. there some shops selling trinkets and drinks,นี่เป็นสองวัดที่สวยงาม แต่คุณสามารถผ่านเข้าไปได้อย่างง่ายดายในเวลาประมาณยี่สิบนาที มีร้านค้าขายของเล็ก ๆ น้อย ๆ และเครื่องดื่ม
"amazing temple- colourful, beautiful, magnificent inside out. since it was the first and only buddhism temple that i visited i found it super exciting.",วัดที่น่าตื่นตาตื่นใจ - มีสีสันสวยงามและงดงาม เนื่องจากเป็นวัดพุทธศาสนาแห่งแรกและแห่งเดียวที่ฉันไปฉันพบว่ามันน่าตื่นเต้นมาก
good for a short visit. the architecture from outside is very good. i went during peak noon and it was v v hot. otherwise an v good place. with the visit.,เหมาะสำหรับการมาเที่ยวระยะสั้น สถาปัตยกรรมจากภายนอกดีมาก ฉันไปตอนเที่ยงวันและมันก็ร้อนแรง เป็นสถานที่ที่ดี ด้วยการเยี่ยมชม
very beautiful temple and an amazing opportunity to learn about local culture and history. a free activity which is worth a visit particularly if combined with the big buddha.,วัดที่สวยงามมากและเป็นโอกาสที่น่าอัศจรรย์ในการเรียนรู้เกี่ยวกับวัฒนธรรมและประวัติศาสตร์ท้องถิ่น กิจกรรมฟรีที่ควรค่าแก่การเยี่ยมชมโดยเฉพาะถ้ารวมกับพระพุทธรูปองค์ใหญ่
"i felt like i had to rate this four stars, because of the beautiful temple grounds, and what it stands for, but there are so many people running around, and these crazy loud fireworks, that will scare you the first time you hear them it is almost a contradiction to a spiritual",ฉันรู้สึกเหมือนฉันต้องให้คะแนนสี่ดาวนี้เพราะบริเวณวัดที่สวยงามและสิ่งที่มันหมายถึง แต่มีผู้คนมากมายวิ่งวนไปรอบ ๆ และดอกไม้ไฟที่ดังมากเหล่านี้จะทำให้คุณตกใจในครั้งแรกที่คุณได้ยินมัน เกือบจะขัดแย้งกับจิตวิญญาณ
this place is peaceful and its like you enter another world all together. the monk was also kind enough to do a prayer for our kid. overall its a must when in phuket,สถานที่แห่งนี้สงบสุขและเป็นเหมือนคุณเข้าสู่อีกโลกหนึ่งด้วยกัน พระก็ใจดีพอที่จะสวดภาวนาให้ลูกของเรา โดยรวมแล้วจะต้องเมื่ออยู่ในภูเก็ต
"we were delighted to get to see this temple, only twenty mins from kata beach. free entry, cover shoulders if you can. shawls are provided when entering temples. shoes removed, bare footed walk. it was very warm inside, we all came out sweaty.",เรามีความยินดีที่ได้เห็นวัดนี้เพียงยี่สิบนาทีจากหาดกะตะ รายการฟรีครอบคลุมไหล่ถ้าคุณสามารถ ผ้าคลุมไหล่มีให้เมื่อเข้าวัด ถอดรองเท้าเดินเท้าเปล่า มันอบอุ่นมากข้างในพวกเราทุกคนออกเหงื่อ
"if you are on your first visit to thailand, you will love the wat. but it is of course disappointing compared to the amazing temples in bangkok, chiang mai etc. the buddha statues seemed relatively new modern.",ถ้าคุณมาประเทศไทยครั้งแรกคุณจะรักวัด แต่แน่นอนว่ามันน่าผิดหวังเมื่อเทียบกับวัดที่น่าตื่นตาตื่นใจในกรุงเทพเชียงใหม่และอื่น ๆ รูปปั้นพระพุทธรูปดูเหมือนจะค่อนข้างใหม่
beautiful gold statues of the buddha. vast place to roam around the ground of the temple. we took lots of photos here,รูปปั้นทองคำที่สวยงามของพระพุทธเจ้า สถานที่กว้างใหญ่ที่จะท่องไปทั่วพื้นดินของวัด เราถ่ายรูปที่นี่มากมาย
we decided to go and check out some of the more traditional cultural attractions in phuket so we took a taxi from our hotel in kata 700b to go to temple and wait then on to old phuket town and checked out the temple. the temple grounds are well manicured and look nice,เราตัดสินใจที่จะไปและเยี่ยมชมสถานที่ท่องเที่ยวทางวัฒนธรรมแบบดั้งเดิมในภูเก็ตดังนั้นเราจึงนั่งแท็กซี่จากโรงแรมของเราในกะตะ 700b ไปวัดและรอไปเมืองภูเก็ตเก่าแล้วเช็คเอาท์วัด บริเวณวัดมีการตกแต่งอย่างดีและดูดี
"this place has such a lovely feeling, amazing attention to detail in the temples highly recommend. a must see",สถานที่นี้มีความรู้สึกที่น่ารักใส่ใจรายละเอียดในวัดขอแนะนำ ต้องดู
part of standard island tours- would not go there in isolation personally unless it was part of the organized itinerary,ส่วนหนึ่งของทัวร์เกาะมาตรฐาน - จะไม่ไปที่นั่นโดยลำพังเว้นแต่จะเป็นส่วนหนึ่งของกำหนดการเดินทาง
"bangkok was also a feast for the eyes. did you know it has over nine million inhabitants an extremely religious city, we travelled around visiting ancient temples and palaces, and made sure we went to wat kalayanamit thailand 's largest indoor sitting buddha at fifteen metres/49 feet",กรุงเทพก็เป็นงานฉลองสำหรับดวงตาด้วยเช่นกัน คุณรู้หรือไม่ว่ามันมีประชากรกว่าเก้าล้านคนในเมืองที่มีศาสนาอย่างยิ่งเราเดินทางไปเยี่ยมชมวัดและพระราชวังโบราณและทำให้แน่ใจว่าเราได้ไปวัดพระพุทธรูปนั่งในร่มที่ใหญ่ที่สุดในประเทศไทยด้วยความสูง 15 เมตร / 49 ฟุต
"avery nice temple with a lot to see around. in this temple you often hear the load noise of firecrackers that they offer. nice view from third floor, many buddha statues inside. garden is well taken care of.",เอเวอรี่วัดที่ดีที่มีจำนวนมากให้ดูรอบ ๆ ในวัดนี้คุณมักจะได้ยินเสียงของพลุประทัดที่พวกเขาถวาย วิวสวยจากชั้นสามมีพระพุทธรูปมากมายอยู่ข้างใน สวนได้รับการดูแลอย่างดี
"i visited once with the family and it has worse the trip. it is a short drive right after phuket town. please do not wear singlet, shorts that are above knee and buy encens stick to pray for whatever you wish to you and your loved ones. very nice coving and statues of various",ฉันไปเที่ยวครั้งเดียวกับครอบครัวและการเดินทางแย่ลง มันเป็นไดรฟ์สั้น ๆ หลังจากเมืองภูเก็ต โปรดอย่าสวมเสื้อกล้ามกางเกงขาสั้นเหนือเข่าและซื้อไม้เท้าเพื่อสวดภาวนาสำหรับสิ่งที่คุณต้องการให้คุณและคนที่คุณรัก ดีมาก coving และรูปปั้นต่าง ๆ
went to wat chalong with little to no expectation but was pleasantly surprised. was in awe of the magnificent structures. even witnessed some people worshipping. have to be respectful of others in the temples and avoid taking pictures of people worshipping and to dress,ไปวัดฉลองด้วยความคาดหวังเพียงเล็กน้อย แต่ก็ไม่แปลกใจเลย อยู่ในความกลัวของโครงสร้างที่งดงาม แม้จะเห็นบางคนที่บูชา ต้องเคารพผู้อื่นในวัดและหลีกเลี่ยงการถ่ายรูปผู้คนที่บูชาและแต่งกาย
"rushing for time during our visit here as our tour schedule was a little bit off track. we could only spend about thirty minutes at this location before departing to the next attraction site. anyway, a nice place with a few stunning and amazing temples we have seen so far.",เวลาเร่งรีบในระหว่างการเยี่ยมชมของเราที่นี่เพราะตารางทัวร์ของเราค่อนข้างไกล เราสามารถใช้เวลาประมาณสามสิบนาทีในสถานที่นี้ก่อนออกเดินทางไปยังสถานที่ต่อไป อย่างไรก็ตามเป็นสถานที่ที่ดีที่มีวัดที่น่าทึ่งและน่าทึ่งไม่กี่ที่เราได้เห็น
"beautiful temple, captures the peacefulness of the people. amazing to walk up- down and around with photos to be takes at every- corner. the silence is broken by crackers being let off in thanks. rather quiet and easy to get around. there is a little market on the side with good",วัดที่สวยงามจับความสงบสุขของผู้คน ตื่นตาตื่นใจกับการเดินขึ้นและลงรอบ ๆ พร้อมรูปถ่ายทุกมุม ความเงียบถูกทำลายโดยแครกเกอร์ที่ถูกขับออกไปด้วยความขอบคุณ ค่อนข้างเงียบและง่ายต่อการเดินทาง มีตลาดเล็ก ๆ อยู่ข้าง ๆ ด้วยดี
"sometimes thailand and phuket can get a bit to much with crowds, tourists, touts etc, places like wat chalong are a beautiful sanctuary even on a crowded day. the buildings are beautiful and so well adorned. there is no entrance fee and modest attire is recommended",บางครั้งประเทศไทยและภูเก็ตสามารถรับจำนวนมากกับฝูงชนนักท่องเที่ยวทำเป็น ฯลฯ สถานที่เช่นวัดฉลองเป็นสถานที่ศักดิ์สิทธิ์ที่สวยงามแม้ในวันที่แออัด อาคารมีความสวยงามและตกแต่งอย่างดี ไม่มีค่าธรรมเนียมแรกเข้าและขอแนะนำให้แต่งกายสุภาพ
awesome to see but highlights the difference between the haves and the have- nots in thailand. feels a bit like a business,สุดยอดมากที่เห็น แต่เน้นความแตกต่างระหว่างสิ่งที่จำเป็นและสิ่งที่มีอยู่ในประเทศไทย รู้สึกเหมือนเป็นธุรกิจ
"nice gardens, free entry. we arrived late so did not go into many of the temples. had a lovely wander around the gardens. decent toilets on site and somewhere to get a cold drink shade in places, which is lovely when the heat really kicks in.",สวนสวยเข้าฟรี เรามาถึงช้าดังนั้นอย่าเข้าไปในวัดหลายแห่ง มีคนน่ารักเดินไปรอบ ๆ สวน ห้องน้ำที่ดีในสถานที่และที่ไหนสักแห่งเพื่อรับร่มเงาเครื่องดื่มเย็น ๆ ในสถานที่ซึ่งเป็นที่น่ารักเมื่อความร้อนเตะเข้า
"big temple, huge bhduda images in the great area. it is special and beautiful temple in phuket. the guide was helpful and knowledgeable.",วัดใหญ่รูป bhduda ขนาดใหญ่ในพื้นที่ที่ยอดเยี่ยม มันเป็นวัดพิเศษและสวยงามในจังหวัดภูเก็ต คู่มือมีประโยชน์และมีความรู้
"beautiful interiors to the temples. loads going on around i. e.  food, drink, market stands etc too. lovely gardens and informative boards on display.",การตกแต่งภายในที่สวยงามไปยังวัด โหลดเกิดขึ้นรอบตัวฉัน อี อาหารเครื่องดื่มตลาดย่อสินค้า ฯลฯ ด้วย สวนสวยและกระดานข้อมูลบนหน้าจอ
"there are multiple buildings temples within the compound area. the main temple is located towards the end. this has multiple floors. shape of the buildings is quite intriguing. you can see people offering there prayers. you too can do that. there are a lot of shops in the vicinity. we visited during the day time and there were multiple instances when crackers were burnt. while passing this temple, in the evening, it looked more beautiful with all the lights in place. but at the same time it was more crowded as well. although there is a parking lot nearby, but we were charged sixty thb for the same whereas the slip said twenty thb.",มีหลายอาคารในบริเวณบริเวณวัด วัดหลักตั้งอยู่ตรงปลาย มีหลายชั้น รูปร่างของอาคารค่อนข้างน่าสนใจ คุณสามารถเห็นผู้คนกำลังสวดอ้อนวอนที่นั่น คุณก็สามารถทำเช่นนั้นได้ มีร้านค้ามากมายในบริเวณใกล้เคียง เราไปเยี่ยมในช่วงกลางวันและมีหลายครั้งเมื่อแครกเกอร์ถูกไฟไหม้ ในขณะที่ผ่านวัดนี้ในตอนเย็นมันก็ดูสวยงามยิ่งขึ้นด้วยแสงทั้งหมดที่เข้ามา แต่ในขณะเดียวกันก็มีผู้คนหนาแน่นขึ้นเช่นกัน แม้ว่าจะมีที่จอดรถในบริเวณใกล้เคียง แต่เราคิดค่าบริการหกสิบบาทเหมือนกันในขณะที่สลิปพูดยี่สิบบาท
"we visited this place on our trip through puket island. the temple is largest three floors and most visited temple in phuket. the tallest building of wat chalong is sixty meters tall chedi sheltering a bone fragment of lord buddha. temple was built at one thousand, eight hundred and thirty-seven. walls and ceilings of temple are decorated with beautiful paintings from buddha 's life. place around is sometimes very noissy because there are loud explosions of firecrackers from brick oven. that is a some way to make merit when one of your wishes came true.",เราไปเยี่ยมชมสถานที่แห่งนี้ในการเดินทางของเราผ่านเกาะภูเก็ต วัดเป็นสามชั้นที่ใหญ่ที่สุดและวัดที่มีผู้เยี่ยมชมมากที่สุดในจังหวัดภูเก็ต อาคารที่สูงที่สุดของวัดฉลองเป็นเจดีย์สูงหกสิบเมตรเพื่อปกป้องเศษกระดูกของพระพุทธเจ้า วัดถูกสร้างขึ้นที่หนึ่งพันแปดร้อยสามสิบเจ็ด ผนังและเพดานของวัดตกแต่งด้วยภาพวาดที่สวยงามจากชีวิตของพระพุทธเจ้า สถานที่รอบ ๆ บางครั้งก็เสียงดังมากเพราะมีการระเบิดของประทัดจากเตาอิฐ นั่นเป็นวิธีที่จะทำบุญเมื่อความปรารถนาของคุณเป็นจริง
"must stop during phuket land day trip with private driver you have to search a bit for a cheap offer. great thai art masteriece, built last decades, panoramic view from the top a pacefull spot.",จะต้องหยุดในระหว่างการเดินทางวันเดียวกับภูเก็ตด้วยคนขับส่วนตัวที่คุณต้องหาข้อเสนอราคาถูก ผลงานชิ้นเอกของศิลปะไทยที่ยอดเยี่ยมที่สร้างขึ้นเมื่อหลายสิบปีที่ผ่านมาทิวทัศน์อันงดงามจากจุดสูงสุด
"beautiful temples which are wellkept, and i think most people will find a visit here worth the time. be aware that the main temple is over many floors so be prepared for quite a few stairs to climb.",วัดที่สวยงามซึ่งได้รับการดูแลอย่างดีและฉันคิดว่าคนส่วนใหญ่จะพบว่าการมาเยือนที่นี่คุ้มค่ากับเวลา พึงระวังว่าวัดหลักอยู่เหนือหลายชั้นดังนั้นควรเตรียมตัวให้พร้อมสำหรับการปีนบันไดไม่กี่ขั้น
amazing place. a must to visit. convenient and staffs there were friendly. i loved the place very much.,สถานที่ที่น่าตื่นตาตื่นใจ ต้องไปเยี่ยมชม สะดวกและพนักงานก็เป็นกันเอง ฉันชอบที่นี่มาก
the sightseing had some thai temples with very beautiful and interesting architecture. many statues and paintings of the local culture and buddhist religion,การเที่ยวชมมีวัดไทยบางแห่งที่มีสถาปัตยกรรมที่สวยงามและน่าสนใจมาก รูปปั้นและภาพวาดมากมายของวัฒนธรรมท้องถิ่นและศาสนาพุทธ
"so nice to actually experience some old style thai culture, architecture and spirituality. a trip highlight for us",ดีมากที่ได้สัมผัสกับวัฒนธรรมไทยสถาปัตยกรรมและจิตวิญญาณแบบเก่า ๆ ไฮไลท์การเดินทางสำหรับเรา
it was terribly crowded even on a weekday but the place was interesting as a place of religion. avoid revealing clothes,มันแออัดมากแม้ในวันธรรมดา แต่สถานที่นั้นน่าสนใจในฐานะสถานที่ทางศาสนา หลีกเลี่ยงการเปิดเผยเสื้อผ้า
visited this beautiful temples with my teenage son as part of the city tourimpressive architecture and amazing details in the each temple. each temple can be entered shoes off and one you can climb the tower for a high view of the area. among the many tourists buzzing around in peak season you still get a feel of the peacefulness and calmness. this is well worth a visit.,เยี่ยมชมวัดที่สวยงามแห่งนี้กับลูกชายวัยรุ่นของฉันซึ่งเป็นส่วนหนึ่งของสถาปัตยกรรมทัวร์เมืองที่น่าประทับใจและรายละเอียดที่น่าทึ่งในแต่ละวัด แต่ละวัดสามารถใส่รองเท้าได้และคุณสามารถปีนหอคอยเพื่อชมทิวทัศน์ของพื้นที่ ในบรรดานักท่องเที่ยวจำนวนมากที่พึมพำไปรอบ ๆ ในช่วงฤดูท่องเที่ยวคุณยังคงรู้สึกถึงความสงบและความสงบ นี่เป็นสิ่งที่ควรค่าแก่การเยี่ยมชม
if you r buddhist then it will not be boring for you since you come here for praying. others may just spend fifteen minutes to visit the temples.,ถ้าคุณนับถือศาสนาพุทธมันจะไม่น่าเบื่อสำหรับคุณตั้งแต่คุณมาที่นี่เพื่อสวดอ้อนวอน คนอื่นอาจใช้เวลาสิบห้านาทีเพื่อเยี่ยมชมวัด
"apparently the most important temple in phuket. it is photogenic with it is red and golden finish, however not in a league of others throughout thailand. plenty of nice gardens and good parking. free entry.",เห็นได้ชัดว่าเป็นวัดที่สำคัญที่สุดในจังหวัดภูเก็ต มันเป็นภาพถ่ายที่มีสีแดงและสีทอง แต่ไม่ได้อยู่ในลีกของคนอื่นทั่วประเทศไทย สวนสวยและที่จอดรถดีมาก เข้าฟรี.
